kmer,importance
kmer_6873,0.0074196523
kmer_6505,0.0074188835
kmer_6845,0.0074182297
kmer_5285,0.0074177017
kmer_2464,0.007417535
kmer_5903,0.007417319
kmer_8679,0.007414846
kmer_4386,0.007412404
kmer_8905,0.0074099465
kmer_9404,0.0074095814
kmer_7615,0.0074092993
kmer_7495,0.007407535
kmer_3168,0.007406647
kmer_1177,0.0074063754
kmer_8720,0.0074056378
kmer_3627,0.0074044727
kmer_9678,0.0074041565
kmer_9057,0.0074037383
kmer_7568,0.0074017374
kmer_7722,0.007401508
kmer_4488,0.0073986175
kmer_8800,0.007397346
kmer_7825,0.007395164
kmer_7876,0.0073949643
kmer_8448,0.0073944563
kmer_1536,0.007394322
kmer_8952,0.007394049
kmer_9204,0.007393471
kmer_3428,0.0073928884
kmer_4317,0.0073924954
kmer_9130,0.00739091
kmer_4759,0.0073906323
kmer_5524,0.0073895487
kmer_7577,0.007388868
kmer_8708,0.0073884507
kmer_7629,0.007387544
kmer_8673,0.0073831007
kmer_9537,0.007382132
kmer_8031,0.007381812
kmer_8793,0.0073814564
kmer_6984,0.0073811463
kmer_3193,0.0073801135
kmer_2125,0.0073788525
kmer_8188,0.0073787393
kmer_7391,0.0073768436
kmer_9839,0.007376103
kmer_8263,0.007375787
kmer_3313,0.007373855
kmer_7737,0.0073723453
kmer_4537,0.0073722573
kmer_7879,0.007371695
kmer_2983,0.007371334
kmer_8984,0.007369275
kmer_9203,0.0073671094
kmer_6069,0.0073669488
kmer_7721,0.0073663266
kmer_9301,0.0073655355
kmer_6329,0.00736427
kmer_9677,0.0073640733
kmer_9245,0.0073630554
kmer_5128,0.00736149
kmer_4910,0.007360247
kmer_6497,0.0073602316
kmer_7396,0.0073587555
kmer_9434,0.007357379
kmer_8892,0.007353928
kmer_9650,0.007350951
kmer_4955,0.0073508723
kmer_9931,0.007350558
kmer_6513,0.007350102
kmer_4298,0.0073495395
kmer_6072,0.007348182
kmer_9816,0.007347728
kmer_6610,0.0073473854
kmer_5155,0.0073455386
kmer_5542,0.007342383
kmer_6114,0.0073420214
kmer_6968,0.007341905
kmer_5014,0.0073406673
kmer_6263,0.0073404917
kmer_2177,0.0073398314
kmer_3453,0.007337234
kmer_9415,0.007336927
kmer_5725,0.007335914
kmer_7308,0.0073357276
kmer_2345,0.0073344344
kmer_9441,0.0073333234
kmer_8992,0.007331676
kmer_743,0.007331107
kmer_8883,0.00733081
kmer_3099,0.0073297494
kmer_8906,0.0073294193
kmer_3095,0.0073286495
kmer_9671,0.00732853
kmer_6515,0.007326652
kmer_3658,0.0073262793
kmer_4951,0.00732592
kmer_9343,0.007321712
kmer_9302,0.007320651
kmer_8534,0.007320413
kmer_5471,0.007314776
kmer_7165,0.0073147113
kmer_4636,0.0073147
kmer_8972,0.0073121786
kmer_7735,0.007311323
kmer_4668,0.0073084957
kmer_5841,0.0073081343
kmer_8993,0.00730789
kmer_3434,0.0073072873
kmer_7013,0.0073064747
kmer_5281,0.007306068
kmer_6322,0.0073056365
kmer_6134,0.0073043457
kmer_3439,0.007302942
kmer_5689,0.0073026814
kmer_7169,0.0073026675
kmer_6841,0.0072999895
kmer_9394,0.0072994754
kmer_8743,0.0072989827
kmer_4385,0.007298086
kmer_9681,0.0072975946
kmer_6393,0.0072970516
kmer_8718,0.0072964295
kmer_7598,0.0072959857
kmer_6325,0.007295104
kmer_9423,0.0072941664
kmer_9963,0.007293899
kmer_6864,0.0072936793
kmer_6472,0.007292546
kmer_6744,0.0072922097
kmer_6339,0.007288232
kmer_7653,0.007287074
kmer_4344,0.007286687
kmer_6158,0.0072852266
kmer_5744,0.007285095
kmer_9776,0.0072850375
kmer_4348,0.007284728
kmer_7576,0.0072841444
kmer_8018,0.0072840876
kmer_3851,0.0072829006
kmer_8023,0.0072822883
kmer_7978,0.007281271
kmer_6927,0.007280614
kmer_7514,0.0072792694
kmer_3100,0.007278624
kmer_3166,0.0072785947
kmer_7985,0.0072785653
kmer_8970,0.0072784843
kmer_3465,0.0072782626
kmer_6748,0.007277924
kmer_9682,0.007277521
kmer_2600,0.0072763595
kmer_7979,0.007275459
